,exC14818,exC00014,exC00009,exC00059,exVA,exSA,expHBA,exC00031,C00282,exC00001,exC00007,C00067,C00058,C00033,C00010,C00162,C00132,C00054,C00011,C05198,C04425,C00266,C00153,Time,Biomass
0,45.54,10.0,26.1,8.0,1.0,1.0,1.0,1.0,10.0,100.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
1,45.53999999291467,9.998775118797969,26.099771307132617,7.999974509558915,1.0,1.0,0.9996157804108877,0.9991964209320455,10.0,100.0,9.999205573264316,0.0,0.0,0.0,1.0000002818779195,1.0,7.085326840787479e-09,2.549044108459328e-05,0.002875885788833872,2.1255980523385746e-08,7.085326840787479e-09,5.876097727620211e-06,7.085326840787479e-09,15.0,0.0011180887806797914
2,45.53999998499265,9.997405592869972,26.09951560820367,7.999946008982757,0.9997055132165166,1.0,0.9996157804108877,0.9982974020946304,10.0,99.99993864162585,9.998942207699603,0.0,0.0,0.0,1.0000005970424584,1.0,1.500735128036795e-08,5.3991017242727935e-05,0.005443410996859092,4.502205384144216e-08,1.500735128036795e-08,1.2446096662807237e-05,1.500735128036795e-08,30.0,0.001250122521339466
3,45.53999997613512,9.995874341297347,26.099229714100407,7.999914142808359,0.9993760308831965,1.0,0.9996157804108877,0.9972915352582881,10.0,99.99988830749308,9.998635234951037,0.0,0.0,0.0,1.0000009494243929,1.0,2.386487791230409e-08,8.585719164096875e-05,0.008319995615900935,7.159463373725057e-08,2.386487791230409e-08,1.9791938749548752e-05,2.386487791230409e-08,45.0,0.0013977479652050682
4,45.53999996623162,9.994162266096534,26.098910059111613,7.999878513596345,0.9990084781246509,1.0,0.9996157804108877,0.9961660300155749,10.0,99.9998351436757,9.998292911046224,0.0,0.0,0.0,1.0000013434186796,1.0,3.376837904728771e-08,0.00012148640365556635,0.011534711590687736,1.0130513714220144e-07,3.376837904728771e-08,2.8005242357601355e-05,3.376837904728771e-08,60.0,0.0015628063174547952
5,45.53999995515863,9.992248014026721,26.098552656455723,7.999838676974209,0.9985985712358685,1.0,0.9996157804108877,0.9949065416008506,10.0,99.99977960405053,9.997911288866163,0.0,0.0,0.0,1.0000017839392705,1.0,4.4841372533662e-08,0.00016132302579129185,0.015127093436386716,1.345241176013243e-07,4.4841372533662e-08,3.718844495504053e-05,4.4841372533662e-08,75.0,0.0017473562088943667
6,45.53999994277804,9.990107710269548,26.098153048557027,7.999794136094053,0.9981415746635192,1.0,0.9996157804108877,0.9934969760542371,10.0,99.99972239686444,9.997486013132127,0.0,0.0,0.0,1.0000022764803995,1.0,5.722196228696619e-08,0.0002058639059467529,0.019141243612225328,1.7166588686053696e-07,5.722196228696619e-08,4.7456080724783304e-05,5.722196228696619e-08,90.0,0.0019536993714494365
7,45.53999992893544,9.987714660658042,26.097706251450035,7.9997443354358095,0.9975915757230918,1.0,0.9996157804108877,0.9919192694339853,10.0,99.99922491522135,9.996987997759604,0.0,0.0,0.0,1.0000028271851085,1.0,7.106456074854949e-08,0.0002556645641901443,0.023951832693378097,2.1319368224740372e-07,7.106456074854949e-08,5.8936209049305996e-05,7.106456074854949e-08,105.0,0.0021844093458091582
8,45.53999991345818,9.985039018744994,26.09720669261921,7.999688653878747,0.9975915757230918,1.0,0.9987987394929606,0.9901531372332177,10.0,99.99922491522135,9.99534267044004,0.0,0.0004433352616078674,0.0,1.0000034429218627,1.0,8.654181473093511e-08,0.0003113461212529826,0.029699565192219626,2.596254441945606e-07,8.654181473093511e-08,7.17720116862256e-05,8.654181473093511e-08,120.0,0.002442363578848919
9,45.53999989615324,9.982047413552742,26.096648141497337,7.999626396954744,0.9975915757230918,1.0,0.997886342376219,0.9881757894768434,10.0,99.99922491522135,9.993501282334387,0.0,0.0009570557168228554,0.0,1.0000041313702168,1.0,1.0384675869898491e-07,0.0003736030452561027,0.036116048959443335,3.1154027610107606e-07,1.0384675869898491e-07,8.612357855107005e-05,1.0384675869898491e-07,135.0,0.002730779311649749
10,45.53999987680478,9.978702533365288,26.096023631757305,7.999556788186803,0.9975915757230918,1.0,0.9968691811853396,0.9859616061663892,10.0,99.99922491522135,9.991448836841068,0.0,0.001544091765650575,0.0,1.0000049011165943,1.0,1.2319522231591348e-07,0.0004432118131966786,0.043276735845179375,3.695856669497557e-07,1.2319522231591348e-07,0.000102169904376754,1.2319522231591348e-07,150.0,0.003053253705265225
11,45.53999985517148,9.974962660374263,26.095325374427123,7.999478959404729,0.9975915757230918,1.0,0.9957356470082523,0.9834817667500673,10.0,99.99922491522135,9.989162045668987,0.0,0.0022163386314474243,0.0,1.0000057617613787,1.0,1.4482852229721565e-07,0.0005210405952708948,0.05126605016409598,4.3448556689335287e-07,1.4482852229721565e-07,0.00012011112116154407,1.4482852229721565e-07,165.0,0.003413808704953594
12,45.53999983098353,9.970781150366443,26.094544660744763,7.999391939917194,0.9975915757230918,1.0,0.9944628734933024,0.9807038260707354,10.0,99.99922491522135,9.986559830713395,0.0,0.003052278367158133,0.0,1.0000067240386503,1.0,1.6901647215338494e-07,0.000608060082805858,0.06018373688494896,5.070494164711139e-07,1.6901647215338494e-07,0.00014017099424356233,1.6901647215338494e-07,180.0,0.0038169412025564156
13,45.53999980393926,9.966105850971802,26.093671753541358,7.99929464440512,0.9975915757230918,1.0,0.9930569880472792,0.9775912277496418,10.0,99.99922491522135,9.983725017106966,0.0,0.003940097500548462,0.0,1.0000077999500647,1.0,1.96060747336076e-07,0.0007053555948794606,0.07012070387708334,5.881822420191871e-07,1.96060747336076e-07,0.00016259971312816373,1.96060747336076e-07,195.0,0.004267679122267933
14,45.53999977370136,9.960878451211258,26.09269576579809,7.999185859385486,0.9964312683538097,1.0,0.9930569880472792,0.9741027440774531,10.0,99.99829060433647,9.982681263784528,0.0,0.003940097500548462,0.0,1.000009002914537,1.0,2.2629864777043845e-07,0.0008141406145134132,0.08055283615645119,6.788959433222744e-07,2.2629864777043845e-07,0.0001876770118888935,2.2629864777043845e-07,210.0,0.004771644129507307
15,45.53999973989271,9.955033754237189,26.091604524861598,7.999064228076566,0.995017315442871,1.0,0.9930569880472792,0.9701918291407268,10.0,99.99615036316496,9.981330855081037,0.0,0.003940097500548462,0.0,1.0000103479356055,1.0,2.6010730471090324e-07,0.0009357719234335513,0.09321277936623584,7.803219141436688e-07,2.6010730471090324e-07,0.000215715658045639,2.6010730471090324e-07,225.0,0.00533512174518172
16,45.53999970209163,9.948498864187682,26.090384420625245,7.998928233476003,0.9934530677124466,1.0,0.9930569880472792,0.9658058689318284,10.0,99.99371217566032,9.979904014645486,0.0,0.003940097500548462,0.0,1.0000118517885577,1.0,2.9790838435441284e-07,0.0010717665239963039,0.10731356340370589,8.937251530818658e-07,2.9790838435441284e-07,0.0002470653534283734,2.9790838435441284e-07,240.0,0.005965139739240214
17,45.53999965982666,9.94119227702047,26.089020235782353,7.998776179440547,0.9918746894537155,1.0,0.9930569880472792,0.9608853083813857,10.0,99.9925678637893,9.978491315534086,0.0,0.003940097500548462,0.0,1.0000135332296525,1.0,3.4017334694189955e-07,0.0012238205594524987,0.12181478139884327,1.020520040844326e-06,3.4017334694189955e-07,0.0002821170957282709,3.4017334694189955e-07,255.0,0.006669555782364992
18,45.53999961257068,9.93302286398669,26.087494956033837,7.9986061695315795,0.9901304204065199,1.0,0.9930569880472792,0.9553626303607925,10.0,99.99136539229707,9.976933131239155,0.0,0.003940097500548462,0.0,1.0000154132300523,1.0,3.874293268331178e-07,0.0013938304684205643,0.13799077397434256,1.1622879804968364e-06,3.874293268331178e-07,0.0003213080550493145,3.874293268331178e-07,270.0,0.007457155447218629
19,45.539999559734305,9.92388873505543,26.085789557883448,7.998416083362405,0.9901304204065199,1.0,0.990417946643177,0.9491611553180482,10.0,99.99136539229707,9.971625573596617,0.0,0.006131608270573587,0.0,1.000017515237378,1.0,4.402657070319204e-07,0.0015839166375952417,0.15691655236265112,1.3207971210743764e-06,4.402657070319204e-07,0.0003651270263609585,4.402657070319204e-07,285.0,0.008337761783865338
20,45.53999950065854,9.913675968136891,26.08388277137487,7.9982035501526365,0.9901304204065199,1.0,0.9874974232784003,0.9421936218163097,10.0,99.99136539229707,9.96575592667028,0.0,0.008709955639930695,0.0,1.0000198654681487,1.0,4.993414700104705e-07,0.001796449847363586,0.17794049813936047,1.498024410025924e-06,4.993414700104705e-07,0.0004141205257875839,4.993414700104705e-07,300.0,0.009322357833507839
21,45.53999943460659,9.902257188230065,26.0817508148107,7.9979659191595225,0.9901304204065199,1.0,0.9842702868715562,0.9343604970759246,10.0,99.99136539229707,9.959275202568731,0.0,0.011755247247135777,0.0,1.0000224932347583,1.0,5.653934166249381e-07,0.002034080840477291,0.20127361268206678,1.6961802498847958e-06,5.653934166249381e-07,0.00046889960684753923,5.653934166249381e-07,315.0,0.010423223610415634
22,45.539999360754656,9.889489978783788,26.07936709814338,7.997700226617521,0.9901304204065199,1.0,0.9807107121922943,0.9255479515875367,10.0,99.99136539229707,9.952133503903474,0.0,0.015366703115340151,0.0,1.000025431311064,1.0,6.392453556024004e-07,0.002299773382478263,0.22714150502724928,1.9177360668056677e-06,6.392453556024004e-07,0.0005301474815652834,6.392453556024004e-07,330.0,0.011654089260040005
23,45.53999927818163,9.875215105460931,26.076701891340964,7.997403158773863,0.9901304204065199,1.0,0.9767927769247802,0.9156254113107432,10.0,99.99136539229707,9.944281372514048,0.0,0.019667795517896276,0.0,1.0000287163411439,1.0,7.218183781430689e-07,0.002596841226136566,0.2557830378389583,2.165455134434458e-06,7.218183781430689e-07,0.0005986280415862964,7.218183781430689e-07,345.0,0.01303030630238448
24,45.53999918585767,9.859254530154566,26.073721953592287,7.997071010559145,0.9901304204065199,1.0,0.972491351186397,0.9044425725639923,10.0,99.99136539229707,9.935671773416887,0.0,0.02481293809678502,0.0,1.0000323892963283,1.0,8.141423459065828e-07,0.002928989440855015,0.2874478070722823,2.4424270377324034e-06,8.141423459065828e-07,0.0006751953855115995,8.141423459065828e-07,360.0,0.014569039098443044
25,45.539999082631276,9.841409190480984,26.070390118723616,7.996699639377345,0.9901304204065199,1.0,0.9677833957611764,0.8918257247350936,10.0,99.99136539229707,9.926262964227151,0.0,0.030996254179988934,0.0,1.0000364959861947,1.0,9.173687355061666e-07,0.0033003606226542337,0.32239194703291346,2.7521062065381253e-06,9.173687355061666e-07,0.0007608044712776928,9.173687355061666e-07,375.0,0.016289478925102775
26,45.53999896721501,9.821456517042758,26.0666648316558,7.99628441343873,0.9901304204065199,1.0,0.9626498338112923,0.8775731687652976,10.0,99.99136539229707,9.916022604452552,0.0,0.03846316441176671,0.0,1.0000410876299133,1.0,1.0327849999105767e-06,0.0037155865612702333,0.3608715348406775,3.0983549997513553e-06,1.0327849999105767e-06,0.0008565230265590135,1.0327849999105767e-06,390.0,0.018213083331842943
